session_id,response_id,expense_category,expense,age_suggested,age_selected,age_changed,gender_suggested,gender_selected,gender_changed,race_suggested,race_selected,race_changed,profession_suggested,profession_selected,profession_changed,profession_option_1,profession_option_2,profession_option_3,profession_option_4,task_submit_time
34QN5IT0TZRG5GAZ4VLAKYBX09U08X,1a4a227f-84be-41e5-a3c7-c3120dcc1865,health services,school health services,75,45,1,female,female,0,black,black,0,congress member,doctor,1,congress member,lawyer,doctor,business executive,20:21.5
3KWTYT08703AFUGJVQ0Q6YTU2NY5LG,35b9a7f4-ec04-4e43-9c59-46b31006fb68,scientific and medical research,public health research,45,45,0,male,male,0,black,black,0,insurance salesperson,insurance salesperson,0,university professor,nurse,insurance salesperson,congress member,12:51.0
3OJSZ2ATDSWB09RHRWZGNTBT8ZM75V,2c321f84-1f25-4d39-8b6d-92fed198c4fe,debt,national debt,75,25,1,male,female,1,asian,white,1,lawyer,lawyer,0,police officer,business executive,lawyer,nurse,04:12.2
3OJSZ2ATDSWB09RHRWZGNTBT8ZM75V,060a8cb7-8d03-4e42-9989-941d7922a783,education,school safety service equipment,25,25,0,male,male,0,white,white,0,nurse,nurse,0,insurance salesperson,police officer,nurse,lawyer,05:19.1
3JRJSWSMQHLTV9JN0LPTE65QFU63E1,bfa39390-13d8-40c9-a218-c03b8d5abe3e,defense,U.S. Customs and Border Protection (CBP),75,75,0,female,female,0,white,white,0,state governor,state governor,0,lawyer,insurance salesperson,state governor,nurse,09:24.1
3VAR3R6G1P118X2I6GNLAZ7FYDLO8O,74068396-8c32-419e-8be1-2203d0796477,health services,public employees health insurance,45,45,0,female,female,0,latino,latino,0,union leader,union leader,0,union leader,insurance salesperson,clergy,nurse,57:14.2
34MAJL3QP4NB37MUBFDG5KTZ11S433,16ddf6dc-13e6-4032-8771-181995500435,debt,national debt,45,45,0,female,male,1,white,latino,1,doctor,business executive,1,union leader,doctor,business executive,clergy,58:06.3
3RU7GD8VPOT1CHTSZE65GQC6MCXSPK,44e285ea-4546-47b4-96cf-d858dee24663,defense,local police department,25,45,1,male,male,0,white,latino,1,police officer,police officer,0,clergy,insurance salesperson,pharmacist,police officer,54:14.4
3K772S5NP8B8PHQMF6EVI060X2JEHJ,9f92976f-15d7-4c30-ab81-f69c41541a3e,health services,Medicare,75,45,1,female,female,0,asian,asian,0,police officer,clergy,1,engineer,clergy,police officer,business executive,36:21.5
3A0EX8ZRN8OW494RFFGT3SVIMDXBYJ,eeafbf28-2f1a-4713-8c82-e304ecfda4ef,environmental protections,solar panel farms,75,75,0,female,female,0,black,black,0,lawyer,nurse,1,insurance salesperson,lawyer,police officer,nurse,18:53.6
3YDGXNSEOZUX44S0NW8CW11AJJD48I,4dc6ae19-e732-4aa2-b57f-a92ddbb9322a,public assistance,retirement benefits,75,75,0,male,male,0,black,black,0,nurse,state governor,1,lawyer,state governor,nurse,stockbroker,54:58.3
32N49TQG3GIAH54U4QTD1I7IMVMVA9,4a8bc74c-7abc-404a-bf41-723503ea11ae,scientific and medical research,artificial intelligence research,45,25,1,female,female,0,latino,white,1,engineer,business executive,1,business executive,police officer,engineer,lawyer,43:34.7
3EFVCAY5L39N7MBLQ3VG23QTZFI8JO,e8e2df57-1ee6-47a2-bd88-4ee9e66610d8,education,school teacher's pay,75,45,1,female,female,0,latino,black,1,stockbroker,engineer,1,union leader,stockbroker,lawyer,engineer,08:55.8
3VD82FOHKQO3K0SVNS3QCL3YO3JOC5,948bf2de-5181-4c02-b0bd-acc72b57bac9,education,school text books,45,45,0,female,female,0,asian,white,1,engineer,congress member,1,clergy,congress member,insurance salesperson,engineer,44:16.7
3VD82FOHKQO3K0SVNS3QCL3YO3JOC5,80c8162b-5dbb-48c7-9560-06279f2bf1df,education,school tuition support,25,45,1,male,male,0,white,black,1,doctor,doctor,0,clergy,insurance salesperson,doctor,police officer,44:50.0
3F6HPJW4JD0YRR9VHL5UH27YHGYW2F,1b684093-f601-4716-bf7c-5f1c69e4a5ab,environmental protections,waste reduction and management,75,45,1,male,male,0,black,white,1,advertising practitioner,doctor,1,union leader,advertising practitioner,journalist,doctor,32:04.7
3F6HPJW4JD0YRR9VHL5UH27YHGYW2F,1e9f6465-a628-442c-9827-0ffe8c46f573,health services,public employees health insurance,25,25,0,female,female,0,black,black,0,journalist,insurance salesperson,1,insurance salesperson,journalist,engineer,congress member,36:43.1
3YGXWBAF70HZG7ID48OHYNXT9ECC4I,0a4b3083-44d6-4de2-9853-c1eb73e83c7c,defense,U.S. Immigration and Customs Enforcement (ICE),75,45,1,male,male,0,white,white,0,stockbroker,stockbroker,0,congress member,lawyer,pharmacist,stockbroker,30:11.5
3YGXWBAF70HZG7ID48OHYNXT9ECC4I,4ab355fd-ed56-4ddd-a238-2fe9fe714ef5,education,school psychological services,25,45,1,male,male,0,black,black,0,stockbroker,doctor,1,state governor,journalist,doctor,stockbroker,39:37.8
3WJEQKOXA82UVTOWXC9OUU02XIAA1C,ccfadbcc-26cc-4878-8c35-401a5cbb72f8,health services,Affordable Care Act,25,45,1,male,male,0,white,latino,1,state governor,doctor,1,insurance salesperson,journalist,state governor,doctor,41:15.7
3P59JYT76LK6ZA51MG0JUI0ZBICT28,4579d896-7cb2-4c73-88d4-a2cbe9d67e00,environmental protections,air quality protection,45,45,0,male,female,1,asian,latino,1,police officer,university professor,1,university professor,police officer,pharmacist,stockbroker,58:18.1
3I3WADAZ9Q4ILFJG8IGIYFXOYKB5OQ,e72fc84f-0c6d-42eb-ad56-c3f33e4c7662,defense,U.S. army,45,45,0,female,male,1,white,white,0,congress member,congress member,0,university professor,advertising practitioner,congress member,pharmacist,51:36.2
3Y9N9SS8LYBO335N4QE98ON5GLL3DV,baf1ec89-906e-47bd-80a9-5efe7c313891,defense,defense contractors,75,75,0,female,male,1,white,white,0,business executive,police officer,1,journalist,business executive,police officer,doctor,55:39.7
3RANCT1ZVFHFN0KM5EJ407P5QRPBUS,5cbe1c2b-f7a0-444e-a51e-399e9402d70d,debt,national debt,25,45,1,female,male,1,latino,asian,1,stockbroker,stockbroker,0,state governor,pharmacist,stockbroker,clergy,54:15.7
3VNL7UK1XFJQ04HDABFQE1UOLUYFTC,4f183539-b18d-4b5b-864d-fb55cbf28cdb,debt,national debt,75,75,0,female,female,0,white,white,0,business executive,business executive,0,business executive,university professor,police officer,pharmacist,12:14.7
3GLB5JMZFXVPXFHBZ5LTRICEK63DGM,d950b559-af80-41b8-939d-3b0370021ac8,public assistance,low-income childcare assistance,75,45,1,female,female,0,asian,latino,1,lawyer,lawyer,0,insurance salesperson,nurse,state governor,lawyer,42:58.3
3DI28L7YXAEXL658DHBAQDQTIDE1E0,444a50d6-288f-4a1b-8b63-c14a7cbd2ab0,education,school computers,25,25,0,male,male,0,white,white,0,pharmacist,journalist,1,insurance salesperson,pharmacist,congress member,journalist,35:39.7
374TNBHA8BVJ8F6GYXDJYHQH80VQYH,f2fdc2e1-4d3c-4e3c-8047-0d48034d40a8,scientific and medical research,climate change research,45,45,0,male,male,0,white,asian,1,insurance salesperson,insurance salesperson,0,insurance salesperson,doctor,lawyer,police officer,49:11.9
3OVHNO1VE61POWCGPX9ICPSKVZKZDQ,5d285c86-dfe7-436d-95e6-d62ba6899ab1,defense,defense intelligence,75,45,1,female,female,0,white,latino,1,union leader,union leader,0,clergy,insurance salesperson,pharmacist,union leader,53:41.9
3OVHNO1VE61POWCGPX9ICPSKVZKZDQ,e380c3a1-d682-475e-becc-93a2361ea253,public assistance,low-income housing assitance,45,45,0,female,female,0,asian,asian,0,state governor,state governor,0,nurse,clergy,state governor,stockbroker,52:10.3
3EICBYG644WPJP1Y7FBL4PMCR38CJZ,35445ea0-5192-4713-a567-7c540a8c5a96,education,school stationeries and supplies,75,75,0,male,male,0,black,black,0,doctor,university professor,1,business executive,doctor,police officer,university professor,46:33.7
3PMBY0YE2730DDOPL3K8FV89VBKC9I,5180aebc-7681-432a-b2f3-975fd3f21405,public assistance,low-income childcare assistance,25,25,0,male,male,0,black,black,0,advertising practitioner,advertising practitioner,0,university professor,congress member,nurse,advertising practitioner,51:16.2
39LNWE0K4UWPA8YSBOBLMUTIK0XIUX,37914498-03b6-4578-a2d4-b45093884342,scientific and medical research,cybersecurity research,75,45,1,female,female,0,black,asian,1,union leader,doctor,1,union leader,advertising practitioner,clergy,doctor,14:31.1
3YOH7BII097GTIDGGH62VWAEP7KVKQ,2236b1cb-556e-449b-965d-3841f8555369,debt,national debt,45,45,0,male,male,0,asian,asian,0,state governor,state governor,0,pharmacist,stockbroker,state governor,journalist,45:35.9
3Z9WI9EOZZOBBHIWBSPYGVJ5IPGKHR,8eeef2d8-d89d-4029-9781-e017a0a95ed8,defense,U.S. Customs and Border Protection (CBP),45,45,0,female,male,1,white,white,0,engineer,police officer,1,engineer,police officer,clergy,stockbroker,10:45.6
3Z9WI9EOZZOBBHIWBSPYGVJ5IPGKHR,3176632d-7326-4969-a463-7654112d9c11,health services,school health services,45,45,0,male,male,0,asian,asian,0,insurance salesperson,pharmacist,1,pharmacist,state governor,insurance salesperson,lawyer,10:56.3
3SBEHTYCWN36RHIXLP8APFZVHK1YIX,cc32a04e-3cf5-42f3-8ca1-ba12347ecf5e,environmental protections,parks construction and maintenance,45,25,1,female,male,1,latino,latino,0,nurse,journalist,1,state governor,nurse,advertising practitioner,journalist,08:24.1
3P4RDNWND56GWSNYZP77FSK72FOJIG,2d1e2e59-5443-4c97-a541-442021976364,health services,Children's Health Insurance Program (CHIP),25,25,0,female,female,0,black,black,0,journalist,journalist,0,journalist,stockbroker,congress member,engineer,02:50.9
3ZAK8W07I4EE3DHC7YMFGQTMZ220UZ,b437d6df-b5ee-4aeb-95e7-b5f929bac8b5,defense,local police department,75,75,0,male,male,0,asian,asian,0,union leader,union leader,0,doctor,journalist,union leader,business executive,31:59.4
3QY7M81QH7MEISCKYJ3MPIUB5PA7K9,5072d1cc-442d-406d-b0c4-e0239c23ac3d,debt,national debt,75,75,0,female,female,0,black,black,0,stockbroker,stockbroker,0,university professor,stockbroker,nurse,congress member,25:48.0
3VAR3R6G1P118X2I6GNLAZ7F0EU8OL,dc85a95e-3563-42e0-8cbb-dc443cf51071,debt,national debt,75,45,1,male,male,0,black,black,0,university professor,university professor,0,university professor,advertising practitioner,engineer,union leader,56:41.2
3YT88D1N08YWH9BXW70WC1IVZDE3K5,01259cf8-7476-4c5c-9ff5-8430e3922fc0,scientific and medical research,climate change research,75,25,1,male,female,1,latino,black,1,advertising practitioner,nurse,1,union leader,lawyer,nurse,advertising practitioner,55:56.6
3LQ8PUHQFLSK5MS8BP4M3F4SQSVHIV,390ff2cb-4007-4bdf-9e3c-4de00aae5551,scientific and medical research,cancer research,45,45,0,female,male,1,latino,white,1,state governor,business executive,1,doctor,business executive,lawyer,state governor,16:05.0
3SBEHTYCWN36RHIXLP8APFZVHZRYIH,9a784f38-8e42-4674-9bc0-b9a21f51068d,public assistance,retirement benefits,75,75,0,female,male,1,asian,black,1,police officer,police officer,0,insurance salesperson,journalist,doctor,police officer,46:23.2
39KFRKBFINVGN3T0JKLF9CVHTU4OYO,61e92ae3-bdfd-449e-8a6c-b157d67ea64e,debt,national debt,75,75,0,female,female,0,latino,latino,0,engineer,state governor,1,state governor,stockbroker,engineer,lawyer,26:12.5
3HL8HNGX4517GP8ZC5A9N1TCQEMF9K,ff94ccc9-5ef1-4f0c-a0bf-b930b48c8f07,defense,U.S. navy,25,25,0,male,male,0,asian,white,1,insurance salesperson,insurance salesperson,0,state governor,insurance salesperson,lawyer,engineer,34:16.7
30ZX6P7VF8VCL79WAMMFSCDQFKO2JP,09575a28-93da-4c68-bcbc-af5e9e5b6965,health services,veterans' medical care,25,45,1,male,female,1,latino,asian,1,university professor,stockbroker,1,nurse,police officer,stockbroker,university professor,46:28.8
37QW5D2ZRGMG6PUBDX4UU4HGX9M8SJ,7ecd10cd-97ae-420a-918e-0a1852e1d701,defense,U.S. Customs and Border Protection (CBP),25,45,1,female,male,1,white,latino,1,pharmacist,congress member,1,insurance salesperson,pharmacist,clergy,congress member,46:21.9
34S9DKFK73PY5ITOI5L2UNVC34RYNF,959634fc-94dc-4200-a138-9cdd4086bef6,debt,national debt,75,25,1,male,female,1,white,white,0,journalist,journalist,0,stockbroker,congress member,engineer,journalist,17:00.7
39PAAFCODM0FW133AQKUWNXAASMTVN,1b9a9aeb-37fa-49e5-9c02-d8eece81a33c,environmental protections,natutal disaster risk reduction,45,45,0,female,male,1,latino,white,1,pharmacist,university professor,1,pharmacist,congress member,business executive,university professor,43:13.3
3R2UR8A0IAGRNY3QEOZDQYO8R2WXO5,3d87a1c6-1f8e-4e1e-b23c-8b35264c2c82,health services,Children's Health Insurance Program (CHIP),25,45,1,female,female,0,asian,asian,0,insurance salesperson,engineer,1,police officer,insurance salesperson,clergy,engineer,45:37.4
3Z4XG4ZF48RO26GA77AHTCY8CIV8XM,e194af20-4f8d-4573-a5b0-7bd285535142,defense,U.S. military operations in Iraq and Afghanistan,25,45,1,female,male,1,latino,white,1,union leader,university professor,1,union leader,university professor,engineer,stockbroker,27:12.4
336KAV9KYQS2GW4VWMNI2ZSESVP2YP,eecbddc3-c665-40cf-a531-141fea22825f,scientific and medical research,cancer research,75,75,0,male,male,0,asian,asian,0,doctor,doctor,0,doctor,congress member,university professor,insurance salesperson,49:11.4
3KAKFY4PGU25BEL9W4FKZL3I9SII36,edf881ea-9a36-4140-84c5-bf5960524c84,education,school safety service equipment,25,45,1,male,male,0,black,black,0,union leader,union leader,0,pharmacist,union leader,journalist,insurance salesperson,36:45.1
3A1COHJ8NJVRGGGV23SVQQAEOSC8HT,6905e05f-8da9-4a68-a02d-fe4d5c2ed012,public assistance,veteran's benefits,25,25,0,male,male,0,black,black,0,union leader,union leader,0,engineer,clergy,stockbroker,union leader,29:14.8
3YT88D1N08YWH9BXW70WC1IVZR23KL,0bcb56bf-6409-4132-b463-54cee78994e7,scientific and medical research,medical vaccine research,75,75,0,male,male,0,black,black,0,journalist,journalist,0,nurse,journalist,state governor,advertising practitioner,19:39.8
30BUDKLTXDVW9O6RE4DMT33AUMJ5E8,f6f35fe9-8ac9-4f3b-ad12-e7ccf31c2e5f,scientific and medical research,cancer research,45,45,0,female,female,0,latino,latino,0,police officer,pharmacist,1,police officer,university professor,pharmacist,advertising practitioner,23:15.2
3SPJ03342132MS2337TA1GEVUZJYJ2,8ca8cbc4-2422-4305-83c6-b54e8bb5fe16,defense,U.S. Customs and Border Protection (CBP),25,45,1,male,male,0,white,white,0,state governor,state governor,0,pharmacist,business executive,state governor,journalist,27:10.3
3ZOTGHDK5IBJRHHRKETQRQ7GCPWOSU,75780a7c-9e7c-4a8a-98b3-7fc581083f37,environmental protections,"water quality protection in lakes, rivers, and streams",25,25,0,female,female,0,asian,asian,0,clergy,clergy,0,union leader,clergy,engineer,insurance salesperson,58:48.3
386PBUZZXFXIMTV4KS4K78CZLKHJLX,e213dc91-6890-41dc-85e2-6f17b24b0dbf,debt,national debt,25,25,0,female,female,0,white,white,0,insurance salesperson,union leader,1,journalist,insurance salesperson,doctor,union leader,46:18.8
3Y9N9SS8LYBO335N4QE98ON5FI53D8,4548bb88-aa80-43e4-ae42-9ae06ac7a157,environmental protections,air quality protection,25,45,1,male,male,0,black,black,0,police officer,engineer,1,police officer,lawyer,stockbroker,engineer,12:16.3
37Q970SNZE8YVPAQECVFFUU8HX7S1W,60c9fb03-719f-41a4-a80c-6a72b3d1c094,scientific and medical research,medical vaccine research,25,25,0,female,female,0,latino,latino,0,congress member,congress member,0,congress member,journalist,pharmacist,business executive,21:24.0
3BXQMRHWKZYB6ROJW39DEN0Z2W4MUF,d2a9f443-26d7-42d7-86ba-673a45e82b73,public assistance,retirement benefits,45,45,0,female,female,0,white,white,0,police officer,business executive,1,police officer,pharmacist,business executive,university professor,53:01.8
30OG32W0SUB0ZDCXI498NK3WKBXNE1,532ad153-c259-4061-bb12-9c568fe96460,environmental protections,solar panel farms,45,45,0,female,female,0,white,white,0,insurance salesperson,union leader,1,clergy,union leader,insurance salesperson,doctor,19:38.0
30OG32W0SUB0ZDCXI498NK3WKBXNE1,40f9b961-6957-4d90-9395-a053183e2b9e,scientific and medical research,cancer research,25,45,1,female,female,0,latino,latino,0,pharmacist,pharmacist,0,pharmacist,lawyer,congress member,advertising practitioner,20:59.0
33LK57MYLT5VQLVYMN477OEKWIIZS4,5b0ba1d5-ee77-45ae-8146-57560cf9e206,education,school special education supplies,45,25,1,female,female,0,black,black,0,doctor,doctor,0,congress member,doctor,lawyer,advertising practitioner,39:21.3
3B837J3LDOWMOU97C6AULLCLNFRSRO,f6d693d7-88df-4f7c-b9a2-d2f1d342f2f8,debt,national debt,45,45,0,female,female,0,white,white,0,journalist,journalist,0,advertising practitioner,police officer,engineer,journalist,48:19.4
3OLF68YTN91LL8I44BO9JW4WY27AFB,ee1de923-485c-4625-9e2c-67ab90dc8eb8,environmental protections,waste reduction and management,25,25,0,female,male,1,white,white,0,union leader,engineer,1,insurance salesperson,lawyer,union leader,engineer,14:07.7
3F6HPJW4JD0YRR9VHL5UH27YG54W2Y,e4262bb0-ee40-453f-bb23-74edd6596574,defense,U.S. military operations in Iraq and Afghanistan,45,25,1,male,male,0,asian,white,1,journalist,union leader,1,union leader,journalist,pharmacist,stockbroker,57:29.7
3P4MQ7TPPXC0R1BG5N29VHXH1LZBBM,f95cd311-b956-4c79-bf1b-32820550b020,health services,public health activities ,25,25,0,male,male,0,black,black,0,university professor,engineer,1,university professor,police officer,engineer,advertising practitioner,04:11.7
36TFCYNS44AHVHH3AB4N6PR7F84HX7,d579f67b-ed67-412c-84e1-5de31b1e64e5,debt,national debt,75,75,0,male,male,0,black,black,0,pharmacist,pharmacist,0,advertising practitioner,congress member,clergy,pharmacist,52:42.5
3EFVCAY5L39N7MBLQ3VG23QT0OUJ8U,01774a6a-d1ae-4884-8dfa-346d93d0f6db,debt,national debt,75,45,1,male,female,1,latino,white,1,stockbroker,union leader,1,stockbroker,journalist,union leader,pharmacist,13:40.2
3Y4W8Q93LZK8FC76O0KFRJFO7YKDVU,6af6a06d-4303-4c91-991e-7d8683a3918a,scientific and medical research,space exploration research,45,45,0,female,female,0,latino,white,1,union leader,engineer,1,engineer,insurance salesperson,lawyer,union leader,29:37.6
3VSOLARPKB9C0DS6SA97MS4FOXQ39R,b4b30eb7-509f-438e-8915-682a75b1b878,education,school psychological services,75,45,1,male,male,0,asian,asian,0,advertising practitioner,advertising practitioner,0,lawyer,advertising practitioner,police officer,doctor,26:24.4
3SLE99ER0NDW9ZEWB1ICHZ4KTXTBZJ,36f9fc47-522e-4f21-afdf-b39bdc18ce7e,debt,national debt,75,45,1,male,female,1,black,black,0,advertising practitioner,advertising practitioner,0,state governor,advertising practitioner,journalist,pharmacist,25:21.9
3TU5ZICBRD14T9FYLTFPZ42FFGYQ8Z,ffbaf91b-33dc-45d9-be08-0f46571be53a,defense,U.S. Customs and Border Protection (CBP),75,45,1,female,female,0,white,latino,1,engineer,union leader,1,union leader,journalist,engineer,advertising practitioner,44:08.2
38JBBYETQOAED52R0ZUCOBXWTU2E4X,c23a9d03-4d33-4e29-a70b-7fa43a0c5271,defense,U.S. Customs and Border Protection (CBP),25,25,0,female,male,1,white,black,1,university professor,university professor,0,congress member,business executive,university professor,nurse,09:48.4
3NPI0JQDAO52RH67OEBVQV8SOW8TP9,505430a5-59d6-48b9-84cc-54b1c481d816,environmental protections,air quality protection,25,25,0,male,male,0,white,white,0,union leader,advertising practitioner,1,union leader,pharmacist,clergy,advertising practitioner,33:37.7
32SCWG5HIH4WPJVVS132FLGE44DP66,24cd4b5a-0546-4735-b8a2-62d8111cc2d9,scientific and medical research,cancer research,25,45,1,male,male,0,latino,white,1,clergy,nurse,1,clergy,police officer,nurse,stockbroker,42:38.8
3Z7ISHFUH0VD71GP8PY2QXEJKJ1Z8K,4220fb94-2742-4f7e-bff6-507e96552598,education,school computers,25,25,0,male,male,0,black,white,1,insurance salesperson,insurance salesperson,0,journalist,doctor,insurance salesperson,union leader,20:05.0
3DQQ64TANGLUJYA1JJG6DFFRSRXWPB,381bf65d-06b0-4222-b07f-4f36cbc0416c,public assistance,low-income housing assitance,45,45,0,female,female,0,latino,latino,0,pharmacist,lawyer,1,pharmacist,congress member,insurance salesperson,lawyer,13:19.5
3HVVDCPGTESW0VY8F17E3M14SMLYTO,6700fa2d-622a-42fa-be1b-567121ac33e6,health services,veterans' medical care,75,45,1,male,male,0,asian,asian,0,pharmacist,pharmacist,0,insurance salesperson,university professor,pharmacist,congress member,58:58.3
3VHHR074H3HP2YU2JJFN4I7QUXZ7LC,951c95a0-d754-443e-9a78-b242cf67dc71,public assistance,school meals,45,45,0,male,female,1,asian,black,1,union leader,doctor,1,clergy,stockbroker,doctor,union leader,02:32.7
358UUM7WRZ305WPFO3CJQUGP0WBR7N,5a508242-3ebf-4b93-a171-7c3ea8fea79f,debt,national debt,45,45,0,female,female,0,black,white,1,journalist,stockbroker,1,stockbroker,state governor,nurse,journalist,09:07.5
3IUZPWIU1O7T87DL6RBYHYTSXK0KWC,f8ad6170-0662-472f-aa09-d0ea7a9666d6,public assistance,retirement benefits,25,25,0,female,female,0,asian,asian,0,business executive,business executive,0,business executive,lawyer,congress member,nurse,35:12.5
3PQ8K71NHXKQPH1WTV2H5VT51TDAAV,313da8ff-ecdc-4dba-a07e-36931ab82861,public assistance,retirement benefits,75,45,1,male,female,1,asian,black,1,lawyer,lawyer,0,pharmacist,union leader,lawyer,business executive,56:40.0
3JC6VJ2SABJTJBPFYZB0XKDJ9NLA5E,6869d8e0-b2ce-4eb8-bc06-6577201d9a94,health services,public health activities ,25,25,0,female,female,0,latino,latino,0,clergy,clergy,0,clergy,insurance salesperson,congress member,nurse,45:34.5
3SKEMFQBZ35II6H38OVS3IQ6GGH8KC,6af824c3-5b53-4b17-8d73-9b8e9de23bb2,scientific and medical research,space exploration research,75,45,1,male,male,0,asian,white,1,stockbroker,engineer,1,congress member,stockbroker,journalist,engineer,37:19.0
3UN61F00HWPLISBW0AXMSA2T78QR5G,a8be0c3e-c991-4a02-8939-4fcc6e783e0f,scientific and medical research,cancer research,75,75,0,female,female,0,black,black,0,state governor,journalist,1,state governor,stockbroker,journalist,engineer,42:56.3
3HRMW88U16QVQ5C3YWVTPGCSM780MY,41bcb63d-798b-4631-a32b-f32154694ead,scientific and medical research,space exploration research,45,45,0,female,female,0,black,white,1,state governor,engineer,1,state governor,stockbroker,engineer,lawyer,17:16.8
3GFK2QRXX9HQQOSIZ47SF9AA0U25W9,9aee75fe-ac93-4040-b985-771cdfc69d1c,debt,national debt,25,45,1,female,female,0,asian,asian,0,lawyer,lawyer,0,lawyer,pharmacist,advertising practitioner,state governor,23:35.3
3JMSRU9HQIUD7IL6KVVZX1X97ANEVQ,f9cb0ad9-3a97-4d09-8357-149b6e42ae3d,public assistance,school meals,45,45,0,female,female,0,white,white,0,business executive,business executive,0,business executive,congress member,doctor,clergy,37:28.7
3FDJT1UU748ZVOY1AQOPRYGFE325KJ,6fdcc219-c4a6-4b68-8f8d-c49b385b1010,education,school tuition support,75,75,0,male,male,0,white,white,0,state governor,state governor,0,doctor,state governor,business executive,lawyer,28:17.2
31QTRG6Q2TDY8351YKYUYC073J4PYE,c8a31c8b-0beb-4447-9b4a-7352a4bdab68,health services,school health services,25,45,1,male,male,0,asian,white,1,clergy,nurse,1,nurse,union leader,business executive,clergy,34:16.2
3NG53N1RLVJJTXEJLG00ZZC598PP8V,f331464b-0c61-4cd3-938d-508ba078c664,environmental protections,wind turbine farms,25,25,0,female,female,0,black,black,0,stockbroker,stockbroker,0,doctor,university professor,stockbroker,state governor,30:19.6
3XC1O3LBOSMC0WR9WMIO9EZ8IQNTLY,47cf3376-e10c-4ff6-95f9-8eec3ef06f3a,environmental protections,"water quality protection in lakes, rivers, and streams",25,45,1,male,male,0,black,white,1,state governor,doctor,1,doctor,advertising practitioner,university professor,state governor,30:30.0
3HWRJOOET52XFQ42Q0QUMED28LBSEB,1aaff175-f93a-4ec1-951b-d04ca368a9cb,public assistance,low-income childcare assistance,25,25,0,male,male,0,white,white,0,advertising practitioner,university professor,1,congress member,pharmacist,advertising practitioner,university professor,51:56.3
3MD9PLUKKIEYA83TERNL8U4E7B5NZT,fb8c5c01-0741-4fe8-9261-930f51e1e7c2,scientific and medical research,artificial intelligence research,45,45,0,female,male,1,latino,white,1,lawyer,lawyer,0,congress member,doctor,lawyer,stockbroker,02:02.6
39JEC7537U1YAK1SO4P47DX6MP4CV7,e32992da-b0d1-4bc0-95d7-3424d8e640f0,health services,Medicaid,75,45,1,male,female,1,black,black,0,union leader,doctor,1,doctor,insurance salesperson,union leader,journalist,15:43.8
3TY7ZAOG5FK00HC0DKIDA3KOXIB0KN,42db46dd-1e4a-448f-aecb-5722b53dc72d,education,school stationeries and supplies,25,45,1,male,female,1,asian,white,1,union leader,university professor,1,stockbroker,university professor,union leader,nurse,04:59.4
3XUHV3NRVKY8TYXT45LSE60NLXEH5S,c4f0f906-9432-4d58-85f0-add6972d42cc,scientific and medical research,climate change research,45,45,0,male,male,0,asian,white,1,business executive,doctor,1,business executive,doctor,lawyer,congress member,41:06.8
30OG32W0SUB0ZDCXI498NK3WMHRNE9,4d28162c-5b10-4edc-8469-4e0e75a2972c,education,school special education supplies,25,25,0,female,female,0,black,black,0,union leader,union leader,0,university professor,engineer,insurance salesperson,union leader,55:55.4
3NL0RFNU0FNHZ5U1WL5FM6A1ET64KK,341c3e81-7428-44c6-8b64-7aec3c00bb67,public assistance,low-income housing assitance,75,75,0,male,male,0,latino,latino,0,insurance salesperson,insurance salesperson,0,congress member,insurance salesperson,lawyer,nurse,59:19.4
3NVC2EB65QZR1E0E0M1NL9X6WY4Y3N,a948b04d-c1f1-49f8-b64d-91ba46d5fa9d,debt,national debt,45,45,0,male,male,0,latino,latino,0,clergy,clergy,0,clergy,doctor,insurance salesperson,police officer,52:34.7
3HSYG7LRBJY2D7J4HDSVTNZX951KK9,d5052449-ae18-4831-9789-937f4439cdf1,scientific and medical research,artificial intelligence research,25,25,0,female,female,0,latino,asian,1,insurance salesperson,pharmacist,1,journalist,union leader,pharmacist,insurance salesperson,23:40.4
39PAAFCODM0FW133AQKUWNXA9OQTVI,3ec18275-0899-4dc5-a169-e9df88f86b9b,scientific and medical research,artificial intelligence research,45,25,1,male,male,0,latino,asian,1,advertising practitioner,engineer,1,university professor,police officer,advertising practitioner,engineer,40:00.7
3YOH7BII097GTIDGGH62VWAER3WVKW,cdf6474a-5ce7-48ed-9bc7-287f872dead4,scientific and medical research,cybersecurity research,45,45,0,male,male,0,white,white,0,business executive,business executive,0,engineer,business executive,journalist,union leader,03:36.7
3KKG4CDWKIYXI9BASOEQWXWL3UT49F,69c95140-66cb-450a-b289-aade39b6b59b,defense,defense contractors,45,45,0,male,male,0,latino,white,1,doctor,advertising practitioner,1,doctor,state governor,advertising practitioner,university professor,06:55.2
34QN5IT0TZRG5GAZ4VLAKYBX09U08X,8ac4a23a-3d51-485e-a87f-7ac17fd6dab4,environmental protections,wind turbine farms,45,45,0,male,male,0,latino,latino,0,union leader,engineer,1,engineer,union leader,university professor,insurance salesperson,20:40.3
3IUZPWIU1O7T87DL6RBYHYTSY2XKWA,64dd8793-3c3f-4e16-bf3f-922263a34bd9,defense,U.S. navy,75,45,1,female,female,0,black,black,0,pharmacist,congress member,1,congress member,clergy,pharmacist,business executive,50:51.9
3OLQQLKKNSP4GNLC36HGUDMFAILJE3,327b8ddc-ad32-420f-b9b6-fd7ee053e406,health services,public employees health insurance,25,25,0,male,female,1,latino,latino,0,university professor,university professor,0,state governor,pharmacist,university professor,stockbroker,53:09.8
